sentence1,modal1,Answer.time_in_minutes,rating2,percent_window,modal2,sentence2,condition,type,Answer.condition,rating1,reverse_sent_order,rating_other,image,workerid
You'll probably get one.,probably,9.412666666666667,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_5.png,0
You'll probably get one.,probably,9.412666666666667,0,75,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_75_2.png,0
You'll probably get one.,probably,9.412666666666667,1,25,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_25_1.png,0
You'll probably get one.,probably,9.412666666666667,1,60,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_60_1.png,0
You'll probably get one.,probably,9.412666666666667,0,75,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_75_1.png,0
You'll probably get one.,probably,9.412666666666667,0,0,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_0_4.png,0
You'll probably get one.,probably,9.412666666666667,0,90,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_90_1.png,0
You'll probably get one.,probably,9.412666666666667,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_2.png,0
You'll probably get one.,probably,9.412666666666667,1,40,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_40_4.png,0
You'll probably get one.,probably,9.412666666666667,1,50,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_50_2.png,0
You'll probably get one.,probably,9.412666666666667,0,100,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_100_3.png,0
You'll probably get one.,probably,9.412666666666667,1,10,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_10_1.png,0
You'll probably get one.,probably,9.412666666666667,0,25,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_25_1.png,0
You'll probably get one.,probably,9.412666666666667,0,100,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_100_5.png,0
You'll probably get one.,probably,9.412666666666667,0,10,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_10_5.png,0
You'll probably get one.,probably,9.412666666666667,0,10,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_10_2.png,0
You'll probably get one.,probably,9.412666666666667,1,90,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_90_1.png,0
You'll probably get one.,probably,9.412666666666667,0,0,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_0_1.png,0
You'll probably get one.,probably,9.412666666666667,1,50,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_50_1.png,0
You'll probably get one.,probably,9.412666666666667,1,10,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_10_5.png,0
You'll probably get one.,probably,9.412666666666667,1,40,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_40_3.png,0
You'll probably get one.,probably,9.412666666666667,1,60,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_60_2.png,0
You'll probably get one.,probably,9.412666666666667,1,40,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_40_5.png,0
You'll probably get one.,probably,9.412666666666667,1,60,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_60_5.png,0
You'll probably get one.,probably,9.412666666666667,0,60,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_60_3.png,0
You'll probably get one.,probably,9.412666666666667,0,90,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_90_1.png,0
You'll probably get one.,probably,9.412666666666667,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_2.png,0
You'll probably get one.,probably,9.412666666666667,0,25,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_25_1.png,0
You'll probably get one.,probably,9.412666666666667,1,75,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_75_3.png,0
You'll probably get one.,probably,9.412666666666667,1,50,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_50_3.png,0
You'll probably get one.,probably,9.412666666666667,1,90,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_90_2.png,0
You'll probably get one.,probably,9.412666666666667,1,40,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_40_4.png,0
You'll probably get one.,probably,9.412666666666667,1,50,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_50_3.png,0
You'll probably get one.,probably,9.412666666666667,1,25,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_25_4.png,0
You'll probably get one.,probably,9.412666666666667,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_3.png,0
You'll probably get one.,probably,9.412666666666667,1,75,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_75_5.png,0
You'll probably get one.,probably,10.67075,0.13000000000000012,40,might,You might get one.,1,aisle_1,undefined,0.87,0,0,./stim/images/prob_40_2.png,1
You'll probably get one.,probably,10.67075,0.3400000000000001,0,might,You might get one.,1,aisle_1,undefined,0.66,0,0,./stim/images/prob_0_4.png,1
You'll probably get one.,probably,10.67075,0.68,40,might,You might get one.,1,window_1,undefined,0.32,0,0,./stim/images/prob_40_5.png,1
You'll probably get one.,probably,10.67075,0.8799999999999999,0,might,You might get one.,1,aisle_1,undefined,0.12,0,0,./stim/images/prob_0_1.png,1
You'll probably get one.,probably,10.67075,1.1102230246251565e-16,50,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_50_3.png,1
You'll probably get one.,probably,10.67075,0.5,25,might,You might get one.,1,window_1,undefined,0.5,0,0,./stim/images/prob_25_4.png,1
You'll probably get one.,probably,10.67075,0.3800000000000001,10,might,You might get one.,1,aisle_1,undefined,0.62,0,0,./stim/images/prob_10_1.png,1
You'll probably get one.,probably,10.67075,0.37,50,might,You might get one.,1,window_1,undefined,0,0,0.6299999999999999,./stim/images/prob_50_2.png,1
You'll probably get one.,probably,10.67075,0.21000000000000008,75,might,You might get one.,1,window_1,undefined,0.79,0,0,./stim/images/prob_75_2.png,1
You'll probably get one.,probably,10.67075,0.06999999999999995,25,might,You might get one.,1,aisle_1,undefined,0.93,0,0,./stim/images/prob_25_1.png,1
You'll probably get one.,probably,10.67075,0.7,25,might,You might get one.,1,window_1,undefined,0.3,0,0,./stim/images/prob_25_4.png,1
You'll probably get one.,probably,10.67075,0,10,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_10_4.png,1
You'll probably get one.,probably,10.67075,1,75,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_75_3.png,1
You'll probably get one.,probably,10.67075,0.49,40,might,You might get one.,1,aisle_1,undefined,0.51,0,0,./stim/images/prob_40_4.png,1
You'll probably get one.,probably,10.67075,0.5099999999999999,40,might,You might get one.,1,window_1,undefined,0.49,0,0,./stim/images/prob_40_2.png,1
You'll probably get one.,probably,10.67075,0.51,100,might,You might get one.,1,window_1,undefined,0.49,0,0,./stim/images/prob_100_2.png,1
You'll probably get one.,probably,10.67075,0,75,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_75_4.png,1
You'll probably get one.,probably,10.67075,0,10,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_10_3.png,1
You'll probably get one.,probably,10.67075,1,50,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_50_2.png,1
You'll probably get one.,probably,10.67075,0,50,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_50_5.png,1
You'll probably get one.,probably,10.67075,0.9099999999999999,75,might,You might get one.,1,aisle_1,undefined,0.09,0,0,./stim/images/prob_75_5.png,1
You'll probably get one.,probably,10.67075,1,90,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_90_5.png,1
You'll probably get one.,probably,10.67075,0,100,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_100_2.png,1
You'll probably get one.,probably,10.67075,0.47999999999999987,25,might,You might get one.,1,aisle_1,undefined,0.52,0,0,./stim/images/prob_25_4.png,1
You'll probably get one.,probably,10.67075,1,10,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_10_2.png,1
You'll probably get one.,probably,10.67075,0,0,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_0_5.png,1
You'll probably get one.,probably,10.67075,0.56,60,might,You might get one.,1,window_1,undefined,0.43999999999999995,0,0,./stim/images/prob_60_4.png,1
You'll probably get one.,probably,10.67075,0.06999999999999995,90,might,You might get one.,1,window_1,undefined,0.93,0,0,./stim/images/prob_90_1.png,1
You'll probably get one.,probably,10.67075,0.47,60,might,You might get one.,1,aisle_1,undefined,0.53,0,0,./stim/images/prob_60_2.png,1
You'll probably get one.,probably,10.67075,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_1.png,1
You'll probably get one.,probably,10.67075,1,90,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_90_3.png,1
You'll probably get one.,probably,10.67075,1,60,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_60_2.png,1
You'll probably get one.,probably,10.67075,1,100,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_100_5.png,1
You'll probably get one.,probably,10.67075,1,0,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_0_3.png,1
You'll probably get one.,probably,10.67075,0.63,60,might,You might get one.,1,aisle_1,undefined,0.3700000000000001,0,0,./stim/images/prob_60_2.png,1
You'll probably get one.,probably,10.67075,0,90,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_90_5.png,1
You'll probably get one.,probably,12.918616666666667,0.99,75,might,You might get one.,1,aisle_1,undefined,0.010000000000000009,1,0,./stim/images/prob_75_4.png,2
You'll probably get one.,probably,12.918616666666667,0,0,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_0_1.png,2
You'll probably get one.,probably,12.918616666666667,0,40,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_40_3.png,2
You'll probably get one.,probably,12.918616666666667,0.39,60,might,You might get one.,1,aisle_1,undefined,0.61,1,0,./stim/images/prob_60_2.png,2
You'll probably get one.,probably,12.918616666666667,0,0,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_0_4.png,2
You'll probably get one.,probably,12.918616666666667,0.10999999999999988,75,might,You might get one.,1,window_1,undefined,0.89,1,0,./stim/images/prob_75_2.png,2
You'll probably get one.,probably,12.918616666666667,0,100,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_100_5.png,2
You'll probably get one.,probably,12.918616666666667,0.89,75,might,You might get one.,1,aisle_1,undefined,0.1100000000000001,1,0,./stim/images/prob_75_1.png,2
You'll probably get one.,probably,12.918616666666667,0,10,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_10_5.png,2
You'll probably get one.,probably,12.918616666666667,0,25,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_25_5.png,2
You'll probably get one.,probably,12.918616666666667,1,40,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_40_4.png,2
You'll probably get one.,probably,12.918616666666667,0.86,50,might,You might get one.,1,aisle_1,undefined,0.14000000000000012,1,1.1102230246251565e-16,./stim/images/prob_50_1.png,2
You'll probably get one.,probably,12.918616666666667,0,90,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_90_1.png,2
You'll probably get one.,probably,12.918616666666667,1,90,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_90_5.png,2
You'll probably get one.,probably,12.918616666666667,0.21999999999999997,60,might,You might get one.,1,window_1,undefined,0.78,1,0,./stim/images/prob_60_4.png,2
You'll probably get one.,probably,12.918616666666667,1,25,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_25_3.png,2
You'll probably get one.,probably,12.918616666666667,1,10,might,You might get one.,1,window_1,undefined,0,1,1.1102230246251565e-16,./stim/images/prob_10_4.png,2
You'll probably get one.,probably,12.918616666666667,0.59,50,might,You might get one.,1,aisle_1,undefined,0.41000000000000003,1,0,./stim/images/prob_50_4.png,2
You'll probably get one.,probably,12.918616666666667,0,100,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_100_4.png,2
You'll probably get one.,probably,12.918616666666667,0.79,40,might,You might get one.,1,window_1,undefined,0.20999999999999996,1,0,./stim/images/prob_40_1.png,2
You'll probably get one.,probably,12.918616666666667,0,10,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_10_4.png,2
You'll probably get one.,probably,12.918616666666667,0.040000000000000036,90,might,You might get one.,1,window_1,undefined,0.96,1,0,./stim/images/prob_90_5.png,2
You'll probably get one.,probably,12.918616666666667,0.04000000000000015,25,might,You might get one.,1,aisle_1,undefined,0.96,1,0,./stim/images/prob_25_5.png,2
You'll probably get one.,probably,12.918616666666667,0,0,might,You might get one.,1,aisle_1,undefined,0.51,1,0.49,./stim/images/prob_0_2.png,2
You'll probably get one.,probably,12.918616666666667,0.53,50,might,You might get one.,1,window_1,undefined,0.46999999999999986,1,2.220446049250313e-16,./stim/images/prob_50_2.png,2
You'll probably get one.,probably,12.918616666666667,0.25,60,might,You might get one.,1,window_1,undefined,0.75,1,1.1102230246251565e-16,./stim/images/prob_60_5.png,2
You'll probably get one.,probably,12.918616666666667,0.18999999999999995,75,might,You might get one.,1,window_1,undefined,0.81,1,0,./stim/images/prob_75_3.png,2
You'll probably get one.,probably,12.918616666666667,0,0,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_0_4.png,2
You'll probably get one.,probably,12.918616666666667,0,100,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_100_2.png,2
You'll probably get one.,probably,12.918616666666667,0.62,60,might,You might get one.,1,aisle_1,undefined,0.3800000000000001,1,0,./stim/images/prob_60_5.png,2
You'll probably get one.,probably,12.918616666666667,1,10,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_10_4.png,2
You'll probably get one.,probably,12.918616666666667,0.04999999999999993,40,might,You might get one.,1,aisle_1,undefined,0.95,1,2.220446049250313e-16,./stim/images/prob_40_3.png,2
You'll probably get one.,probably,12.918616666666667,1,90,might,You might get one.,1,aisle_1,undefined,1.1102230246251565e-16,1,0,./stim/images/prob_90_4.png,2
You'll probably get one.,probably,12.918616666666667,0.82,25,might,You might get one.,1,window_1,undefined,0.18000000000000016,1,1.1102230246251565e-16,./stim/images/prob_25_4.png,2
You'll probably get one.,probably,12.918616666666667,0,100,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_100_3.png,2
You'll probably get one.,probably,12.918616666666667,0.45,50,might,You might get one.,1,window_1,undefined,0.5499999999999999,1,0,./stim/images/prob_50_2.png,2
You'll probably get one.,probably,10.11445,0,60,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_60_1.png,3
You'll probably get one.,probably,10.11445,0,100,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_100_5.png,3
You'll probably get one.,probably,10.11445,0.73,10,might,You might get one.,1,window_1,undefined,0,0,0.27,./stim/images/prob_10_1.png,3
You'll probably get one.,probably,10.11445,0,50,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_50_5.png,3
You'll probably get one.,probably,10.11445,0,60,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_60_1.png,3
You'll probably get one.,probably,10.11445,0,40,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_40_2.png,3
You'll probably get one.,probably,10.11445,0,50,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_50_2.png,3
You'll probably get one.,probably,10.11445,0,90,might,You might get one.,1,window_1,undefined,0.6,0,0.3999999999999999,./stim/images/prob_90_1.png,3
You'll probably get one.,probably,10.11445,0.1299999999999999,40,might,You might get one.,1,window_1,undefined,0.87,0,0,./stim/images/prob_40_3.png,3
You'll probably get one.,probably,10.11445,0,75,might,You might get one.,1,window_1,undefined,0.79,0,0.20999999999999985,./stim/images/prob_75_4.png,3
You'll probably get one.,probably,10.11445,0,10,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_10_1.png,3
You'll probably get one.,probably,10.11445,0.72,10,might,You might get one.,1,window_1,undefined,0,0,0.28,./stim/images/prob_10_3.png,3
You'll probably get one.,probably,10.11445,0.64,90,might,You might get one.,1,aisle_1,undefined,0,0,0.36,./stim/images/prob_90_5.png,3
You'll probably get one.,probably,10.11445,0,60,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_60_2.png,3
You'll probably get one.,probably,10.11445,0.43999999999999995,75,might,You might get one.,1,aisle_1,undefined,0.56,0,0,./stim/images/prob_75_3.png,3
You'll probably get one.,probably,10.11445,0,100,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_100_5.png,3
You'll probably get one.,probably,10.11445,0,60,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_60_5.png,3
You'll probably get one.,probably,10.11445,1,25,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_25_3.png,3
You'll probably get one.,probably,10.11445,0,0,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_0_2.png,3
You'll probably get one.,probably,10.11445,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_4.png,3
You'll probably get one.,probably,10.11445,0,90,might,You might get one.,1,window_1,undefined,0.87,0,0.1299999999999999,./stim/images/prob_90_5.png,3
You'll probably get one.,probably,10.11445,0,40,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_40_2.png,3
You'll probably get one.,probably,10.11445,0.4099999999999999,40,might,You might get one.,1,window_1,undefined,0.59,0,0,./stim/images/prob_40_5.png,3
You'll probably get one.,probably,10.11445,1,75,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_75_3.png,3
You'll probably get one.,probably,10.11445,0,75,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_75_2.png,3
You'll probably get one.,probably,10.11445,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_4.png,3
You'll probably get one.,probably,10.11445,1,25,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_25_2.png,3
You'll probably get one.,probably,10.11445,0,10,might,You might get one.,1,aisle_1,undefined,0.91,0,0.09000000000000008,./stim/images/prob_10_1.png,3
You'll probably get one.,probably,10.11445,0,50,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_50_2.png,3
You'll probably get one.,probably,10.11445,0,50,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_50_2.png,3
You'll probably get one.,probably,10.11445,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_5.png,3
You'll probably get one.,probably,10.11445,0.8,90,might,You might get one.,1,aisle_1,undefined,0,0,0.19999999999999996,./stim/images/prob_90_1.png,3
You'll probably get one.,probably,10.11445,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_1.png,3
You'll probably get one.,probably,10.11445,0,25,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_25_3.png,3
You'll probably get one.,probably,10.11445,0,25,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_25_3.png,3
You'll probably get one.,probably,10.11445,0,0,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_0_4.png,3
You'll probably get one.,probably,12.056266666666666,0.29000000000000015,40,might,You might get one.,1,window_1,undefined,0.71,0,0,./stim/images/prob_40_1.png,4
You'll probably get one.,probably,12.056266666666666,0.06999999999999995,25,might,You might get one.,1,aisle_1,undefined,0.93,0,0,./stim/images/prob_25_1.png,4
You'll probably get one.,probably,12.056266666666666,0.050000000000000044,50,might,You might get one.,1,window_1,undefined,0.95,0,0,./stim/images/prob_50_3.png,4
You'll probably get one.,probably,12.056266666666666,0.03,50,might,You might get one.,1,aisle_1,undefined,0.93,0,0.039999999999999925,./stim/images/prob_50_5.png,4
You'll probably get one.,probably,12.056266666666666,0.08999999999999997,90,might,You might get one.,1,window_1,undefined,0.91,0,0,./stim/images/prob_90_3.png,4
You'll probably get one.,probably,12.056266666666666,0.04999999999999993,0,might,You might get one.,1,window_1,undefined,0.95,0,2.220446049250313e-16,./stim/images/prob_0_5.png,4
You'll probably get one.,probably,12.056266666666666,0,25,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_25_4.png,4
You'll probably get one.,probably,12.056266666666666,0.12,50,might,You might get one.,1,aisle_1,undefined,0.7,0,0.18,./stim/images/prob_50_4.png,4
You'll probably get one.,probably,12.056266666666666,1.1102230246251565e-16,75,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_75_2.png,4
You'll probably get one.,probably,12.056266666666666,0.22,10,might,You might get one.,1,aisle_1,undefined,0.49,0,0.29000000000000004,./stim/images/prob_10_4.png,4
You'll probably get one.,probably,12.056266666666666,0.2400000000000001,100,might,You might get one.,1,window_1,undefined,0.76,0,0,./stim/images/prob_100_3.png,4
You'll probably get one.,probably,12.056266666666666,0.33999999999999986,40,might,You might get one.,1,aisle_1,undefined,0.66,0,0,./stim/images/prob_40_5.png,4
You'll probably get one.,probably,12.056266666666666,0.5,10,might,You might get one.,1,window_1,undefined,0.5,0,0,./stim/images/prob_10_3.png,4
You'll probably get one.,probably,12.056266666666666,0.3900000000000001,90,might,You might get one.,1,aisle_1,undefined,0.61,0,0,./stim/images/prob_90_1.png,4
You'll probably get one.,probably,12.056266666666666,0.31999999999999984,90,might,You might get one.,1,aisle_1,undefined,0.47,0,0.2100000000000002,./stim/images/prob_90_5.png,4
You'll probably get one.,probably,12.056266666666666,0.29000000000000015,0,might,You might get one.,1,aisle_1,undefined,0.71,0,0,./stim/images/prob_0_4.png,4
You'll probably get one.,probably,12.056266666666666,0.2499999999999999,90,might,You might get one.,1,window_1,undefined,0.75,0,1.1102230246251565e-16,./stim/images/prob_90_1.png,4
You'll probably get one.,probably,12.056266666666666,0.18000000000000005,100,might,You might get one.,1,window_1,undefined,0.82,0,0,./stim/images/prob_100_5.png,4
You'll probably get one.,probably,12.056266666666666,0.28,100,might,You might get one.,1,aisle_1,undefined,0.72,0,0,./stim/images/prob_100_4.png,4
You'll probably get one.,probably,12.056266666666666,0.31999999999999984,0,might,You might get one.,1,window_1,undefined,0.68,0,0,./stim/images/prob_0_1.png,4
You'll probably get one.,probably,12.056266666666666,0.3999999999999999,60,might,You might get one.,1,aisle_1,undefined,0.6,0,0,./stim/images/prob_60_5.png,4
You'll probably get one.,probably,12.056266666666666,0.45999999999999996,40,might,You might get one.,1,window_1,undefined,0.54,0,0,./stim/images/prob_40_2.png,4
You'll probably get one.,probably,12.056266666666666,0.69,75,might,You might get one.,1,window_1,undefined,0.31000000000000016,0,0,./stim/images/prob_75_3.png,4
You'll probably get one.,probably,12.056266666666666,0.38,100,might,You might get one.,1,aisle_1,undefined,0.46,0,0.16000000000000003,./stim/images/prob_100_5.png,4
You'll probably get one.,probably,12.056266666666666,0.2400000000000001,10,might,You might get one.,1,window_1,undefined,0.76,0,0,./stim/images/prob_10_4.png,4
You'll probably get one.,probably,12.056266666666666,0.4999999999999999,75,might,You might get one.,1,aisle_1,undefined,0.5,0,0,./stim/images/prob_75_1.png,4
You'll probably get one.,probably,12.056266666666666,0.43,60,might,You might get one.,1,window_1,undefined,0.26,0,0.31000000000000005,./stim/images/prob_60_1.png,4
You'll probably get one.,probably,12.056266666666666,0.42,25,might,You might get one.,1,aisle_1,undefined,0.31,0,0.27,./stim/images/prob_25_1.png,4
You'll probably get one.,probably,12.056266666666666,0.5,0,might,You might get one.,1,aisle_1,undefined,0.48,0,0.02000000000000013,./stim/images/prob_0_3.png,4
You'll probably get one.,probably,12.056266666666666,0.3900000000000001,60,might,You might get one.,1,window_1,undefined,0.61,0,0,./stim/images/prob_60_4.png,4
You'll probably get one.,probably,12.056266666666666,0.52,10,might,You might get one.,1,aisle_1,undefined,0.32,0,0.15999999999999992,./stim/images/prob_10_1.png,4
You'll probably get one.,probably,12.056266666666666,0.42,75,might,You might get one.,1,window_1,undefined,0.44,0,0.1399999999999999,./stim/images/prob_75_2.png,4
You'll probably get one.,probably,12.056266666666666,0.36,60,might,You might get one.,1,aisle_1,undefined,0.38,0,0.2599999999999999,./stim/images/prob_60_5.png,4
You'll probably get one.,probably,12.056266666666666,0.3900000000000001,40,might,You might get one.,1,aisle_1,undefined,0.61,0,0,./stim/images/prob_40_2.png,4
You'll probably get one.,probably,12.056266666666666,0.47,50,might,You might get one.,1,window_1,undefined,0.44,0,0.08999999999999997,./stim/images/prob_50_3.png,4
You'll probably get one.,probably,12.056266666666666,0.54,25,might,You might get one.,1,window_1,undefined,0.3,0,0.15999999999999992,./stim/images/prob_25_1.png,4
