sentence1,modal1,Answer.time_in_minutes,rating2,percent_window,modal2,sentence2,condition,type,Answer.condition,rating1,reverse_sent_order,rating_other,image,workerid
You'll probably get one.,probably,29.503383333333332,0.9,90,might,You might get one.,1,aisle_1,undefined,0,1,0.09999999999999998,./stim/images/prob_90_3.png,5
You'll probably get one.,probably,29.503383333333332,0.39,60,might,You might get one.,1,window_1,undefined,0.6100000000000001,1,0,./stim/images/prob_60_3.png,5
You'll probably get one.,probably,29.503383333333332,0.91,25,might,You might get one.,1,window_1,undefined,0,1,0.08999999999999986,./stim/images/prob_25_4.png,5
You'll probably get one.,probably,29.503383333333332,0.71,50,might,You might get one.,1,aisle_1,undefined,0.29000000000000004,1,0,./stim/images/prob_50_1.png,5
You'll probably get one.,probably,29.503383333333332,0,10,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_10_4.png,5
You'll probably get one.,probably,29.503383333333332,0,75,might,You might get one.,1,window_1,undefined,0.93,1,0.06999999999999984,./stim/images/prob_75_2.png,5
You'll probably get one.,probably,29.503383333333332,0,0,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_0_5.png,5
You'll probably get one.,probably,29.503383333333332,0,10,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_10_3.png,5
You'll probably get one.,probably,29.503383333333332,1,75,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_75_2.png,5
You'll probably get one.,probably,29.503383333333332,1,75,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_75_3.png,5
You'll probably get one.,probably,29.503383333333332,0.59,60,might,You might get one.,1,window_1,undefined,0.41000000000000014,1,0,./stim/images/prob_60_3.png,5
You'll probably get one.,probably,29.503383333333332,0.11,25,might,You might get one.,1,aisle_1,undefined,0.8899999999999999,1,0,./stim/images/prob_25_3.png,5
You'll probably get one.,probably,29.503383333333332,0,0,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_0_3.png,5
You'll probably get one.,probably,29.503383333333332,1,25,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_25_5.png,5
You'll probably get one.,probably,29.503383333333332,1,40,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_40_2.png,5
You'll probably get one.,probably,29.503383333333332,0.81,50,might,You might get one.,1,window_1,undefined,0.18999999999999995,1,0,./stim/images/prob_50_2.png,5
You'll probably get one.,probably,29.503383333333332,0.83,90,might,You might get one.,1,aisle_1,undefined,0,1,0.16999999999999993,./stim/images/prob_90_4.png,5
You'll probably get one.,probably,29.503383333333332,0,100,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_100_1.png,5
You'll probably get one.,probably,29.503383333333332,0,100,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_100_2.png,5
You'll probably get one.,probably,29.503383333333332,1,50,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_50_4.png,5
You'll probably get one.,probably,29.503383333333332,0.89,40,might,You might get one.,1,aisle_1,undefined,0.10999999999999988,1,0,./stim/images/prob_40_5.png,5
You'll probably get one.,probably,29.503383333333332,0,0,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_0_1.png,5
You'll probably get one.,probably,29.503383333333332,0.66,10,might,You might get one.,1,window_1,undefined,0,1,0.33999999999999986,./stim/images/prob_10_3.png,5
You'll probably get one.,probably,29.503383333333332,0,0,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_0_2.png,5
You'll probably get one.,probably,29.503383333333332,1,60,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_60_3.png,5
You'll probably get one.,probably,29.503383333333332,0,90,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_90_1.png,5
You'll probably get one.,probably,29.503383333333332,0.87,40,might,You might get one.,1,window_1,undefined,0,1,0.1299999999999999,./stim/images/prob_40_3.png,5
You'll probably get one.,probably,29.503383333333332,0,90,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_90_4.png,5
You'll probably get one.,probably,29.503383333333332,0.53,60,might,You might get one.,1,aisle_1,undefined,0.47,1,0,./stim/images/prob_60_2.png,5
You'll probably get one.,probably,29.503383333333332,0.43999999999999995,25,might,You might get one.,1,aisle_1,undefined,0.56,1,0,./stim/images/prob_25_1.png,5
You'll probably get one.,probably,29.503383333333332,0.71,50,might,You might get one.,1,aisle_1,undefined,0.29,1,0,./stim/images/prob_50_3.png,5
You'll probably get one.,probably,29.503383333333332,0.07999999999999996,10,might,You might get one.,1,window_1,undefined,0,1,0.92,./stim/images/prob_10_5.png,5
You'll probably get one.,probably,29.503383333333332,0.44,75,might,You might get one.,1,window_1,undefined,0.56,1,0,./stim/images/prob_75_5.png,5
You'll probably get one.,probably,29.503383333333332,0,100,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_100_1.png,5
You'll probably get one.,probably,29.503383333333332,0,100,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_100_1.png,5
You'll probably get one.,probably,29.503383333333332,0.17,40,might,You might get one.,1,window_1,undefined,0,1,0.8300000000000001,./stim/images/prob_40_3.png,5
You'll probably get one.,probably,13.29895,0.86,25,might,You might get one.,1,window_1,undefined,0.14,0,0,./stim/images/prob_25_1.png,6
You'll probably get one.,probably,13.29895,0.89,90,might,You might get one.,1,aisle_1,undefined,0.08,0,0.030000000000000027,./stim/images/prob_90_5.png,6
You'll probably get one.,probably,13.29895,0.86,40,might,You might get one.,1,window_1,undefined,0.06999999999999995,0,0.07000000000000006,./stim/images/prob_40_2.png,6
You'll probably get one.,probably,13.29895,0.25,50,might,You might get one.,1,aisle_1,undefined,0.71,0,0.039999999999999925,./stim/images/prob_50_1.png,6
You'll probably get one.,probably,13.29895,0.84,60,might,You might get one.,1,aisle_1,undefined,0.12,0,0.04,./stim/images/prob_60_3.png,6
You'll probably get one.,probably,13.29895,0.22,60,might,You might get one.,1,window_1,undefined,0.7299999999999999,0,0.05,./stim/images/prob_60_1.png,6
You'll probably get one.,probably,13.29895,0,100,might,You might get one.,1,window_1,undefined,0.04000000000000015,0,0.96,./stim/images/prob_100_1.png,6
You'll probably get one.,probably,13.29895,0,0,might,You might get one.,1,aisle_1,undefined,0.06999999999999984,0,0.93,./stim/images/prob_0_5.png,6
You'll probably get one.,probably,13.29895,0,10,might,You might get one.,1,aisle_1,undefined,0.91,0,0.08999999999999986,./stim/images/prob_10_2.png,6
You'll probably get one.,probably,13.29895,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_5.png,6
You'll probably get one.,probably,13.29895,0.76,60,might,You might get one.,1,aisle_1,undefined,0.17,0,0.06999999999999995,./stim/images/prob_60_4.png,6
You'll probably get one.,probably,13.29895,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_5.png,6
You'll probably get one.,probably,13.29895,0.6100000000000001,40,might,You might get one.,1,window_1,undefined,0.1,0,0.29,./stim/images/prob_40_2.png,6
You'll probably get one.,probably,13.29895,0.4700000000000001,10,might,You might get one.,1,window_1,undefined,0,0,0.53,./stim/images/prob_10_1.png,6
You'll probably get one.,probably,13.29895,0.44,25,might,You might get one.,1,window_1,undefined,0,0,0.5599999999999999,./stim/images/prob_25_2.png,6
You'll probably get one.,probably,13.29895,0.33,10,might,You might get one.,1,window_1,undefined,0,0,0.67,./stim/images/prob_10_4.png,6
You'll probably get one.,probably,13.29895,0.6299999999999999,75,might,You might get one.,1,aisle_1,undefined,0,0,0.37,./stim/images/prob_75_4.png,6
You'll probably get one.,probably,13.29895,0.07,90,might,You might get one.,1,window_1,undefined,0.86,0,0.07000000000000006,./stim/images/prob_90_5.png,6
You'll probably get one.,probably,13.29895,0.08,25,might,You might get one.,1,aisle_1,undefined,0.87,0,0.050000000000000044,./stim/images/prob_25_2.png,6
You'll probably get one.,probably,13.29895,0.57,50,might,You might get one.,1,window_1,undefined,0.42999999999999994,0,0,./stim/images/prob_50_1.png,6
You'll probably get one.,probably,13.29895,0,0,might,You might get one.,1,aisle_1,undefined,0.040000000000000036,0,0.96,./stim/images/prob_0_3.png,6
You'll probably get one.,probably,13.29895,0.09999999999999987,75,might,You might get one.,1,window_1,undefined,0.79,0,0.11,./stim/images/prob_75_1.png,6
You'll probably get one.,probably,13.29895,0.22,50,might,You might get one.,1,aisle_1,undefined,0.7,0,0.08000000000000018,./stim/images/prob_50_5.png,6
You'll probably get one.,probably,13.29895,0.45,90,might,You might get one.,1,aisle_1,undefined,0,0,0.5499999999999999,./stim/images/prob_90_2.png,6
You'll probably get one.,probably,13.29895,0.61,75,might,You might get one.,1,aisle_1,undefined,0,0,0.3900000000000001,./stim/images/prob_75_4.png,6
You'll probably get one.,probably,13.29895,0.25,25,might,You might get one.,1,aisle_1,undefined,0.73,0,0.020000000000000018,./stim/images/prob_25_5.png,6
You'll probably get one.,probably,13.29895,0,100,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_100_2.png,6
You'll probably get one.,probably,13.29895,0.7299999999999999,50,might,You might get one.,1,window_1,undefined,0.27,0,0,./stim/images/prob_50_1.png,6
You'll probably get one.,probably,13.29895,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_5.png,6
You'll probably get one.,probably,13.29895,0.28,40,might,You might get one.,1,aisle_1,undefined,0.72,0,0,./stim/images/prob_40_4.png,6
You'll probably get one.,probably,13.29895,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_1.png,6
You'll probably get one.,probably,13.29895,0.1,10,might,You might get one.,1,aisle_1,undefined,0.73,0,0.16999999999999993,./stim/images/prob_10_2.png,6
You'll probably get one.,probably,13.29895,0.050000000000000044,90,might,You might get one.,1,window_1,undefined,0.73,0,0.22,./stim/images/prob_90_2.png,6
You'll probably get one.,probably,13.29895,0.2699999999999999,60,might,You might get one.,1,window_1,undefined,0.68,0,0.05,./stim/images/prob_60_4.png,6
You'll probably get one.,probably,13.29895,0.19999999999999996,75,might,You might get one.,1,window_1,undefined,0.7,0,0.1,./stim/images/prob_75_3.png,6
You'll probably get one.,probably,13.29895,0.31000000000000005,40,might,You might get one.,1,aisle_1,undefined,0.69,0,0,./stim/images/prob_40_5.png,6
You'll probably get one.,probably,10.5175,0,100,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_100_5.png,7
You'll probably get one.,probably,10.5175,0,50,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_50_1.png,7
You'll probably get one.,probably,10.5175,0,100,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_100_4.png,7
You'll probably get one.,probably,10.5175,1,40,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_40_1.png,7
You'll probably get one.,probably,10.5175,0,0,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_0_4.png,7
You'll probably get one.,probably,10.5175,0,25,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_25_3.png,7
You'll probably get one.,probably,10.5175,0,60,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_60_3.png,7
You'll probably get one.,probably,10.5175,0,25,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_25_2.png,7
You'll probably get one.,probably,10.5175,1,40,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_40_2.png,7
You'll probably get one.,probably,10.5175,0,90,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_90_5.png,7
You'll probably get one.,probably,10.5175,0,0,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_0_3.png,7
You'll probably get one.,probably,10.5175,0,40,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_40_2.png,7
You'll probably get one.,probably,10.5175,0,75,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_75_2.png,7
You'll probably get one.,probably,10.5175,0,100,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_100_1.png,7
You'll probably get one.,probably,10.5175,1,60,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_60_1.png,7
You'll probably get one.,probably,10.5175,1,75,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_75_2.png,7
You'll probably get one.,probably,10.5175,0,60,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_60_3.png,7
You'll probably get one.,probably,10.5175,1,10,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_10_1.png,7
You'll probably get one.,probably,10.5175,0,0,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_0_3.png,7
You'll probably get one.,probably,10.5175,1,25,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_25_5.png,7
You'll probably get one.,probably,10.5175,1,10,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_10_1.png,7
You'll probably get one.,probably,10.5175,1,25,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_25_3.png,7
You'll probably get one.,probably,10.5175,1,40,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_40_3.png,7
You'll probably get one.,probably,10.5175,1,50,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_50_3.png,7
You'll probably get one.,probably,10.5175,0,90,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_90_2.png,7
You'll probably get one.,probably,10.5175,0,75,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_75_4.png,7
You'll probably get one.,probably,10.5175,0,100,might,You might get one.,1,aisle_1,undefined,0,1,1,./stim/images/prob_100_3.png,7
You'll probably get one.,probably,10.5175,1,50,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_50_5.png,7
You'll probably get one.,probably,10.5175,1,50,might,You might get one.,1,window_1,undefined,0,1,0,./stim/images/prob_50_1.png,7
You'll probably get one.,probably,10.5175,0,10,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_10_3.png,7
You'll probably get one.,probably,10.5175,1,90,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_90_1.png,7
You'll probably get one.,probably,10.5175,1,60,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_60_2.png,7
You'll probably get one.,probably,10.5175,1,75,might,You might get one.,1,aisle_1,undefined,0,1,0,./stim/images/prob_75_1.png,7
You'll probably get one.,probably,10.5175,0,90,might,You might get one.,1,window_1,undefined,1,1,0,./stim/images/prob_90_3.png,7
You'll probably get one.,probably,10.5175,0,10,might,You might get one.,1,aisle_1,undefined,1,1,0,./stim/images/prob_10_1.png,7
You'll probably get one.,probably,10.5175,0,0,might,You might get one.,1,window_1,undefined,0,1,1,./stim/images/prob_0_5.png,7
You'll probably get one.,probably,20.055366666666668,0.32,90,might,You might get one.,1,window_1,undefined,0.4,0,0.2799999999999999,./stim/images/prob_90_5.png,8
You'll probably get one.,probably,20.055366666666668,0.5,25,might,You might get one.,1,aisle_1,undefined,0.21999999999999997,0,0.28,./stim/images/prob_25_4.png,8
You'll probably get one.,probably,20.055366666666668,0.2,25,might,You might get one.,1,window_1,undefined,0.46,0,0.33999999999999986,./stim/images/prob_25_1.png,8
You'll probably get one.,probably,20.055366666666668,0.28,100,might,You might get one.,1,window_1,undefined,0.41,0,0.31000000000000005,./stim/images/prob_100_1.png,8
You'll probably get one.,probably,20.055366666666668,0.21999999999999975,10,might,You might get one.,1,window_1,undefined,0.43000000000000016,0,0.3500000000000001,./stim/images/prob_10_1.png,8
You'll probably get one.,probably,20.055366666666668,0.44999999999999984,50,might,You might get one.,1,aisle_1,undefined,0.27,0,0.28,./stim/images/prob_50_3.png,8
You'll probably get one.,probably,20.055366666666668,0.38,50,might,You might get one.,1,window_1,undefined,0.26,0,0.3600000000000001,./stim/images/prob_50_3.png,8
You'll probably get one.,probably,20.055366666666668,0.41,40,might,You might get one.,1,aisle_1,undefined,0.31,0,0.28,./stim/images/prob_40_3.png,8
You'll probably get one.,probably,20.055366666666668,0.35,25,might,You might get one.,1,aisle_1,undefined,0.35,0,0.30000000000000004,./stim/images/prob_25_3.png,8
You'll probably get one.,probably,20.055366666666668,0.3699999999999999,10,might,You might get one.,1,aisle_1,undefined,0.33000000000000007,0,0.3,./stim/images/prob_10_5.png,8
You'll probably get one.,probably,20.055366666666668,0.3699999999999999,0,might,You might get one.,1,aisle_1,undefined,0.4,0,0.23,./stim/images/prob_0_5.png,8
You'll probably get one.,probably,20.055366666666668,0.3799999999999999,100,might,You might get one.,1,aisle_1,undefined,0.35,0,0.27,./stim/images/prob_100_5.png,8
You'll probably get one.,probably,20.055366666666668,0.41000000000000003,40,might,You might get one.,1,window_1,undefined,0.35,0,0.24,./stim/images/prob_40_5.png,8
You'll probably get one.,probably,20.055366666666668,0.3599999999999999,0,might,You might get one.,1,aisle_1,undefined,0.36,0,0.28,./stim/images/prob_0_2.png,8
You'll probably get one.,probably,20.055366666666668,0.33,60,might,You might get one.,1,aisle_1,undefined,0.36,0,0.31000000000000016,./stim/images/prob_60_1.png,8
You'll probably get one.,probably,20.055366666666668,0.3699999999999999,60,might,You might get one.,1,window_1,undefined,0.36,0,0.27,./stim/images/prob_60_4.png,8
You'll probably get one.,probably,20.055366666666668,0.35,90,might,You might get one.,1,window_1,undefined,0.4,0,0.25,./stim/images/prob_90_5.png,8
You'll probably get one.,probably,20.055366666666668,0.28,0,might,You might get one.,1,window_1,undefined,0.41,0,0.3,./stim/images/prob_0_2.png,8
You'll probably get one.,probably,20.055366666666668,0.35,40,might,You might get one.,1,window_1,undefined,0.43,0,0.21999999999999997,./stim/images/prob_40_1.png,8
You'll probably get one.,probably,20.055366666666668,0.28,75,might,You might get one.,1,aisle_1,undefined,0.37,0,0.35,./stim/images/prob_75_4.png,8
You'll probably get one.,probably,20.055366666666668,0.2499999999999999,75,might,You might get one.,1,window_1,undefined,0.42000000000000015,0,0.32999999999999996,./stim/images/prob_75_5.png,8
You'll probably get one.,probably,20.055366666666668,0.3,75,might,You might get one.,1,window_1,undefined,0.45,0,0.2500000000000001,./stim/images/prob_75_5.png,8
You'll probably get one.,probably,20.055366666666668,0.31,60,might,You might get one.,1,window_1,undefined,0.39,0,0.29999999999999993,./stim/images/prob_60_2.png,8
You'll probably get one.,probably,20.055366666666668,0.38,100,might,You might get one.,1,aisle_1,undefined,0.4,0,0.21999999999999997,./stim/images/prob_100_1.png,8
You'll probably get one.,probably,20.055366666666668,0.33,10,might,You might get one.,1,window_1,undefined,0.35,0,0.3200000000000002,./stim/images/prob_10_3.png,8
You'll probably get one.,probably,20.055366666666668,0.31,40,might,You might get one.,1,aisle_1,undefined,0.35,0,0.3400000000000001,./stim/images/prob_40_2.png,8
You'll probably get one.,probably,20.055366666666668,0.3899999999999999,75,might,You might get one.,1,aisle_1,undefined,0.35,0,0.26,./stim/images/prob_75_4.png,8
You'll probably get one.,probably,20.055366666666668,0.32999999999999985,25,might,You might get one.,1,window_1,undefined,0.43,0,0.24,./stim/images/prob_25_3.png,8
You'll probably get one.,probably,20.055366666666668,0.31,0,might,You might get one.,1,window_1,undefined,0.48,0,0.20999999999999996,./stim/images/prob_0_2.png,8
You'll probably get one.,probably,20.055366666666668,0.31,50,might,You might get one.,1,window_1,undefined,0.41,0,0.28,./stim/images/prob_50_5.png,8
You'll probably get one.,probably,20.055366666666668,0.31,10,might,You might get one.,1,aisle_1,undefined,0.44,0,0.2500000000000001,./stim/images/prob_10_2.png,8
You'll probably get one.,probably,20.055366666666668,0.3,90,might,You might get one.,1,aisle_1,undefined,0.43,0,0.27,./stim/images/prob_90_1.png,8
You'll probably get one.,probably,20.055366666666668,0.28,60,might,You might get one.,1,aisle_1,undefined,0.36,0,0.3599999999999999,./stim/images/prob_60_1.png,8
You'll probably get one.,probably,20.055366666666668,0.34999999999999987,90,might,You might get one.,1,aisle_1,undefined,0.39,0,0.26,./stim/images/prob_90_4.png,8
You'll probably get one.,probably,20.055366666666668,0.3,100,might,You might get one.,1,window_1,undefined,0.43,0,0.27,./stim/images/prob_100_1.png,8
You'll probably get one.,probably,20.055366666666668,0.32,50,might,You might get one.,1,aisle_1,undefined,0.46,0,0.21999999999999997,./stim/images/prob_50_4.png,8
You'll probably get one.,probably,11.770466666666668,0.7400000000000001,50,might,You might get one.,1,window_1,undefined,0.26,0,0,./stim/images/prob_50_3.png,9
You'll probably get one.,probably,11.770466666666668,0,90,might,You might get one.,1,window_1,undefined,0.04,0,0.96,./stim/images/prob_90_5.png,9
You'll probably get one.,probably,11.770466666666668,0,10,might,You might get one.,1,aisle_1,undefined,0.06,0,0.94,./stim/images/prob_10_1.png,9
You'll probably get one.,probably,11.770466666666668,0.07999999999999985,40,might,You might get one.,1,aisle_1,undefined,0.92,0,0,./stim/images/prob_40_1.png,9
You'll probably get one.,probably,11.770466666666668,0.18000000000000005,50,might,You might get one.,1,aisle_1,undefined,0.82,0,0,./stim/images/prob_50_3.png,9
You'll probably get one.,probably,11.770466666666668,1,25,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_25_2.png,9
You'll probably get one.,probably,11.770466666666668,0.020000000000000018,60,might,You might get one.,1,window_1,undefined,0.98,0,0,./stim/images/prob_60_5.png,9
You'll probably get one.,probably,11.770466666666668,0.8999999999999999,40,might,You might get one.,1,window_1,undefined,0.1,0,0,./stim/images/prob_40_5.png,9
You'll probably get one.,probably,11.770466666666668,1,90,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_90_5.png,9
You'll probably get one.,probably,11.770466666666668,0,75,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_75_4.png,9
You'll probably get one.,probably,11.770466666666668,1,75,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_75_1.png,9
You'll probably get one.,probably,11.770466666666668,0,10,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_10_4.png,9
You'll probably get one.,probably,11.770466666666668,0.92,40,might,You might get one.,1,window_1,undefined,0.07999999999999996,0,0,./stim/images/prob_40_2.png,9
You'll probably get one.,probably,11.770466666666668,1,25,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_25_5.png,9
You'll probably get one.,probably,11.770466666666668,0,25,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_25_5.png,9
You'll probably get one.,probably,11.770466666666668,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_2.png,9
You'll probably get one.,probably,11.770466666666668,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_5.png,9
You'll probably get one.,probably,11.770466666666668,0.9199999999999999,60,might,You might get one.,1,aisle_1,undefined,0.08,0,0,./stim/images/prob_60_2.png,9
You'll probably get one.,probably,11.770466666666668,0,0,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_0_1.png,9
You'll probably get one.,probably,11.770466666666668,1,60,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_60_4.png,9
You'll probably get one.,probably,11.770466666666668,1,10,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_10_4.png,9
You'll probably get one.,probably,11.770466666666668,1,75,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_75_2.png,9
You'll probably get one.,probably,11.770466666666668,0,75,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_75_3.png,9
You'll probably get one.,probably,11.770466666666668,1,10,might,You might get one.,1,window_1,undefined,0,0,0,./stim/images/prob_10_1.png,9
You'll probably get one.,probably,11.770466666666668,0,0,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_0_4.png,9
You'll probably get one.,probably,11.770466666666668,0,0,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_0_4.png,9
You'll probably get one.,probably,11.770466666666668,0,100,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_100_2.png,9
You'll probably get one.,probably,11.770466666666668,0.17000000000000015,60,might,You might get one.,1,window_1,undefined,0.83,0,0,./stim/images/prob_60_3.png,9
You'll probably get one.,probably,11.770466666666668,1,90,might,You might get one.,1,aisle_1,undefined,0,0,0,./stim/images/prob_90_2.png,9
You'll probably get one.,probably,11.770466666666668,0,100,might,You might get one.,1,aisle_1,undefined,0,0,1,./stim/images/prob_100_4.png,9
You'll probably get one.,probably,11.770466666666668,0,100,might,You might get one.,1,window_1,undefined,0,0,1,./stim/images/prob_100_2.png,9
You'll probably get one.,probably,11.770466666666668,0.05999999999999994,50,might,You might get one.,1,window_1,undefined,0.94,0,0,./stim/images/prob_50_4.png,9
You'll probably get one.,probably,11.770466666666668,0.030000000000000138,40,might,You might get one.,1,aisle_1,undefined,0.97,0,0,./stim/images/prob_40_3.png,9
You'll probably get one.,probably,11.770466666666668,0.12,50,might,You might get one.,1,aisle_1,undefined,0.88,0,0,./stim/images/prob_50_4.png,9
You'll probably get one.,probably,11.770466666666668,0,25,might,You might get one.,1,aisle_1,undefined,1,0,0,./stim/images/prob_25_3.png,9
You'll probably get one.,probably,11.770466666666668,0,90,might,You might get one.,1,window_1,undefined,1,0,0,./stim/images/prob_90_4.png,9
