text,version,trial_type,trial,sentence,Answer.condition,Answer.time_in_minutes,rating,adjective,response,workerid,condition
The blueberry lavender scone was ,m,trial,6,... terrible.,condition 1,2.92425,4,terrible,0,2,enemy
The blueberry lavender scone was ,m,trial,6,... bad.,condition 1,2.92425,4,bad,0,2,enemy
The blueberry lavender scone was ,m,trial,6,... okay.,condition 1,2.92425,4,okay,0.3,2,enemy
The blueberry lavender scone was ,m,trial,6,... good.,condition 1,2.92425,4,good,0.53,2,enemy
The blueberry lavender scone was ,m,trial,6,... amazing.,condition 1,2.92425,4,amazing,0.17000000000000004,2,enemy
The blueberry lavender scone was ,m,trial,6,,condition 1,2.92425,4,other,0,2,enemy
The cheesecake was ,m,trial,7,... terrible.,condition 1,2.92425,3,terrible,0,2,enemy
The cheesecake was ,m,trial,7,... bad.,condition 1,2.92425,3,bad,0.2,2,enemy
The cheesecake was ,m,trial,7,... okay.,condition 1,2.92425,3,okay,0.59,2,enemy
The cheesecake was ,m,trial,7,... good.,condition 1,2.92425,3,good,0.21,2,enemy
The cheesecake was ,m,trial,7,... amazing.,condition 1,2.92425,3,amazing,0,2,enemy
The cheesecake was ,m,trial,7,,condition 1,2.92425,3,other,0,2,enemy
The donuts were ,m,trial,8,... terrible.,condition 1,2.92425,3,terrible,0,2,enemy
The donuts were ,m,trial,8,... bad.,condition 1,2.92425,3,bad,0.24,2,enemy
The donuts were ,m,trial,8,... okay.,condition 1,2.92425,3,okay,0.57,2,enemy
The donuts were ,m,trial,8,... good.,condition 1,2.92425,3,good,0.18999999999999995,2,enemy
The donuts were ,m,trial,8,... amazing.,condition 1,2.92425,3,amazing,0,2,enemy
The donuts were ,m,trial,8,,condition 1,2.92425,3,other,0,2,enemy
The pecan pie was ,m,trial,9,... terrible.,condition 1,2.92425,5,terrible,0,2,enemy
The pecan pie was ,m,trial,9,... bad.,condition 1,2.92425,5,bad,0,2,enemy
The pecan pie was ,m,trial,9,... okay.,condition 1,2.92425,5,okay,0,2,enemy
The pecan pie was ,m,trial,9,... good.,condition 1,2.92425,5,good,0.61,2,enemy
The pecan pie was ,m,trial,9,... amazing.,condition 1,2.92425,5,amazing,0.3900000000000001,2,enemy
The pecan pie was ,m,trial,9,,condition 1,2.92425,5,other,0,2,enemy
The apple pie was ,m,trial,10,... terrible.,condition 1,2.92425,1,terrible,0.77,2,enemy
The apple pie was ,m,trial,10,... bad.,condition 1,2.92425,1,bad,0.22999999999999998,2,enemy
The apple pie was ,m,trial,10,... okay.,condition 1,2.92425,1,okay,0,2,enemy
The apple pie was ,m,trial,10,... good.,condition 1,2.92425,1,good,0,2,enemy
The apple pie was ,m,trial,10,... amazing.,condition 1,2.92425,1,amazing,0,2,enemy
The apple pie was ,m,trial,10,,condition 1,2.92425,1,other,0,2,enemy
The bear claw was ,m,trial,11,... terrible.,condition 1,2.92425,6,terrible,0,2,enemy
The bear claw was ,m,trial,11,... bad.,condition 1,2.92425,6,bad,0,2,enemy
The bear claw was ,m,trial,11,... okay.,condition 1,2.92425,6,okay,0,2,enemy
The bear claw was ,m,trial,11,... good.,condition 1,2.92425,6,good,0.2400000000000001,2,enemy
The bear claw was ,m,trial,11,... amazing.,condition 1,2.92425,6,amazing,0.76,2,enemy
The bear claw was ,m,trial,11,,condition 1,2.92425,6,other,0,2,enemy
The lemon loaf was ,m,trial,12,... terrible.,condition 1,2.92425,4,terrible,0,2,enemy
The lemon loaf was ,m,trial,12,... bad.,condition 1,2.92425,4,bad,0,2,enemy
The lemon loaf was ,m,trial,12,... okay.,condition 1,2.92425,4,okay,0.25,2,enemy
The lemon loaf was ,m,trial,12,... good.,condition 1,2.92425,4,good,0.7,2,enemy
The lemon loaf was ,m,trial,12,... amazing.,condition 1,2.92425,4,amazing,0.050000000000000044,2,enemy
The lemon loaf was ,m,trial,12,,condition 1,2.92425,4,other,0,2,enemy
,f,practice,-1,... terrible.,condition 1,9.678116666666666,4,terrible,0,3,enemy
,f,practice,-1,... bad.,condition 1,9.678116666666666,4,bad,0,3,enemy
,f,practice,-1,... okay.,condition 1,9.678116666666666,4,okay,0.2,3,enemy
,f,practice,-1,... good.,condition 1,9.678116666666666,4,good,0.7499999999999999,3,enemy
,f,practice,-1,... amazing.,condition 1,9.678116666666666,4,amazing,0,3,enemy
,f,practice,-1,,condition 1,9.678116666666666,4,other,0.05,3,enemy
The bear claw was ,f,trial,1,... terrible.,condition 1,9.678116666666666,6,terrible,0,3,enemy
The bear claw was ,f,trial,1,... bad.,condition 1,9.678116666666666,6,bad,0,3,enemy
The bear claw was ,f,trial,1,... okay.,condition 1,9.678116666666666,6,okay,0,3,enemy
The bear claw was ,f,trial,1,... good.,condition 1,9.678116666666666,6,good,0.04,3,enemy
The bear claw was ,f,trial,1,... amazing.,condition 1,9.678116666666666,6,amazing,0.96,3,enemy
The bear claw was ,f,trial,1,,condition 1,9.678116666666666,6,other,0,3,enemy
The chocolate chip cookies were ,f,trial,2,... terrible.,condition 1,9.678116666666666,6,terrible,0,3,enemy
The chocolate chip cookies were ,f,trial,2,... bad.,condition 1,9.678116666666666,6,bad,0,3,enemy
The chocolate chip cookies were ,f,trial,2,... okay.,condition 1,9.678116666666666,6,okay,0,3,enemy
The chocolate chip cookies were ,f,trial,2,... good.,condition 1,9.678116666666666,6,good,0.05,3,enemy
The chocolate chip cookies were ,f,trial,2,... amazing.,condition 1,9.678116666666666,6,amazing,0.95,3,enemy
The chocolate chip cookies were ,f,trial,2,,condition 1,9.678116666666666,6,other,0,3,enemy
The red velvet cake was ,f,trial,3,... terrible.,condition 1,9.678116666666666,3,terrible,0.05,3,enemy
The red velvet cake was ,f,trial,3,... bad.,condition 1,9.678116666666666,3,bad,0.51,3,enemy
The red velvet cake was ,f,trial,3,... okay.,condition 1,9.678116666666666,3,okay,0.38,3,enemy
The red velvet cake was ,f,trial,3,... good.,condition 1,9.678116666666666,3,good,0.05999999999999994,3,enemy
The red velvet cake was ,f,trial,3,... amazing.,condition 1,9.678116666666666,3,amazing,0,3,enemy
The red velvet cake was ,f,trial,3,,condition 1,9.678116666666666,3,other,0,3,enemy
The chocolate cake was ,f,trial,4,... terrible.,condition 1,9.678116666666666,1,terrible,0.97,3,enemy
The chocolate cake was ,f,trial,4,... bad.,condition 1,9.678116666666666,1,bad,0.030000000000000027,3,enemy
The chocolate cake was ,f,trial,4,... okay.,condition 1,9.678116666666666,1,okay,0,3,enemy
The chocolate cake was ,f,trial,4,... good.,condition 1,9.678116666666666,1,good,0,3,enemy
The chocolate cake was ,f,trial,4,... amazing.,condition 1,9.678116666666666,1,amazing,0,3,enemy
The chocolate cake was ,f,trial,4,,condition 1,9.678116666666666,1,other,0,3,enemy
The pecan pie was ,f,trial,5,... terrible.,condition 1,9.678116666666666,2,terrible,0.44,3,enemy
The pecan pie was ,f,trial,5,... bad.,condition 1,9.678116666666666,2,bad,0.5599999999999999,3,enemy
The pecan pie was ,f,trial,5,... okay.,condition 1,9.678116666666666,2,okay,0,3,enemy
The pecan pie was ,f,trial,5,... good.,condition 1,9.678116666666666,2,good,0,3,enemy
The pecan pie was ,f,trial,5,... amazing.,condition 1,9.678116666666666,2,amazing,0,3,enemy
The pecan pie was ,f,trial,5,,condition 1,9.678116666666666,2,other,0,3,enemy
The cinnamon rolls were ,f,trial,6,... terrible.,condition 1,9.678116666666666,4,terrible,0,3,enemy
The cinnamon rolls were ,f,trial,6,... bad.,condition 1,9.678116666666666,4,bad,0,3,enemy
The cinnamon rolls were ,f,trial,6,... okay.,condition 1,9.678116666666666,4,okay,0.3999999999999999,3,enemy
The cinnamon rolls were ,f,trial,6,... good.,condition 1,9.678116666666666,4,good,0.6,3,enemy
The cinnamon rolls were ,f,trial,6,... amazing.,condition 1,9.678116666666666,4,amazing,0,3,enemy
The cinnamon rolls were ,f,trial,6,,condition 1,9.678116666666666,4,other,0,3,enemy
The blueberry lavender scone was ,f,trial,7,... terrible.,condition 1,9.678116666666666,2,terrible,0.39,3,enemy
The blueberry lavender scone was ,f,trial,7,... bad.,condition 1,9.678116666666666,2,bad,0.6,3,enemy
The blueberry lavender scone was ,f,trial,7,... okay.,condition 1,9.678116666666666,2,okay,0.01,3,enemy
The blueberry lavender scone was ,f,trial,7,... good.,condition 1,9.678116666666666,2,good,0,3,enemy
The blueberry lavender scone was ,f,trial,7,... amazing.,condition 1,9.678116666666666,2,amazing,0,3,enemy
The blueberry lavender scone was ,f,trial,7,,condition 1,9.678116666666666,2,other,0,3,enemy
The cheesecake was ,f,trial,8,... terrible.,condition 1,9.678116666666666,1,terrible,1,3,enemy
The cheesecake was ,f,trial,8,... bad.,condition 1,9.678116666666666,1,bad,0,3,enemy
The cheesecake was ,f,trial,8,... okay.,condition 1,9.678116666666666,1,okay,0,3,enemy
The cheesecake was ,f,trial,8,... good.,condition 1,9.678116666666666,1,good,0,3,enemy
The cheesecake was ,f,trial,8,... amazing.,condition 1,9.678116666666666,1,amazing,0,3,enemy
The cheesecake was ,f,trial,8,,condition 1,9.678116666666666,1,other,0,3,enemy
The donuts were ,f,trial,9,... terrible.,condition 1,9.678116666666666,4,terrible,0,3,enemy
The donuts were ,f,trial,9,... bad.,condition 1,9.678116666666666,4,bad,0,3,enemy
The donuts were ,f,trial,9,... okay.,condition 1,9.678116666666666,4,okay,0.39,3,enemy
The donuts were ,f,trial,9,... good.,condition 1,9.678116666666666,4,good,0.61,3,enemy
The donuts were ,f,trial,9,... amazing.,condition 1,9.678116666666666,4,amazing,0,3,enemy
The donuts were ,f,trial,9,,condition 1,9.678116666666666,4,other,0,3,enemy
The cherry pie was ,f,trial,10,... terrible.,condition 1,9.678116666666666,5,terrible,0,3,enemy
The cherry pie was ,f,trial,10,... bad.,condition 1,9.678116666666666,5,bad,0,3,enemy
The cherry pie was ,f,trial,10,... okay.,condition 1,9.678116666666666,5,okay,0.04,3,enemy
The cherry pie was ,f,trial,10,... good.,condition 1,9.678116666666666,5,good,0.95,3,enemy
The cherry pie was ,f,trial,10,... amazing.,condition 1,9.678116666666666,5,amazing,0.01,3,enemy
The cherry pie was ,f,trial,10,,condition 1,9.678116666666666,5,other,0,3,enemy
The apple pie was ,f,trial,11,... terrible.,condition 1,9.678116666666666,5,terrible,0,3,enemy
The apple pie was ,f,trial,11,... bad.,condition 1,9.678116666666666,5,bad,0,3,enemy
The apple pie was ,f,trial,11,... okay.,condition 1,9.678116666666666,5,okay,0.04,3,enemy
The apple pie was ,f,trial,11,... good.,condition 1,9.678116666666666,5,good,0.95,3,enemy
The apple pie was ,f,trial,11,... amazing.,condition 1,9.678116666666666,5,amazing,0.01,3,enemy
The apple pie was ,f,trial,11,,condition 1,9.678116666666666,5,other,0,3,enemy
The lemon loaf was ,f,trial,12,... terrible.,condition 1,9.678116666666666,3,terrible,0.01,3,enemy
The lemon loaf was ,f,trial,12,... bad.,condition 1,9.678116666666666,3,bad,0.3400000000000001,3,enemy
The lemon loaf was ,f,trial,12,... okay.,condition 1,9.678116666666666,3,okay,0.6,3,enemy
The lemon loaf was ,f,trial,12,... good.,condition 1,9.678116666666666,3,good,0.05,3,enemy
The lemon loaf was ,f,trial,12,... amazing.,condition 1,9.678116666666666,3,amazing,0,3,enemy
The lemon loaf was ,f,trial,12,,condition 1,9.678116666666666,3,other,0,3,enemy
,f,practice,-1,... terrible.,condition 1,5.888316666666666,4,terrible,0.030000000000000027,4,enemy
,f,practice,-1,... bad.,condition 1,5.888316666666666,4,bad,0.1599999999999996,4,enemy
,f,practice,-1,... okay.,condition 1,5.888316666666666,4,okay,0.25,4,enemy
,f,practice,-1,... good.,condition 1,5.888316666666666,4,good,0.5400000000000005,4,enemy
,f,practice,-1,... amazing.,condition 1,5.888316666666666,4,amazing,0.02,4,enemy
,f,practice,-1,,condition 1,5.888316666666666,4,other,0,4,enemy
The apple pie was ,f,trial,1,... terrible.,condition 1,5.888316666666666,5,terrible,0,4,enemy
The apple pie was ,f,trial,1,... bad.,condition 1,5.888316666666666,5,bad,0,4,enemy
The apple pie was ,f,trial,1,... okay.,condition 1,5.888316666666666,5,okay,0.1499999999999999,4,enemy
The apple pie was ,f,trial,1,... good.,condition 1,5.888316666666666,5,good,0.33,4,enemy
The apple pie was ,f,trial,1,... amazing.,condition 1,5.888316666666666,5,amazing,0.52,4,enemy
The apple pie was ,f,trial,1,,condition 1,5.888316666666666,5,other,0,4,enemy
The donuts were ,f,trial,2,... terrible.,condition 1,5.888316666666666,6,terrible,0,4,enemy
The donuts were ,f,trial,2,... bad.,condition 1,5.888316666666666,6,bad,0,4,enemy
The donuts were ,f,trial,2,... okay.,condition 1,5.888316666666666,6,okay,0.04,4,enemy
The donuts were ,f,trial,2,... good.,condition 1,5.888316666666666,6,good,0.21999999999999997,4,enemy
The donuts were ,f,trial,2,... amazing.,condition 1,5.888316666666666,6,amazing,0.74,4,enemy
The donuts were ,f,trial,2,,condition 1,5.888316666666666,6,other,0,4,enemy
The cinnamon rolls were ,f,trial,3,... terrible.,condition 1,5.888316666666666,4,terrible,0,4,enemy
The cinnamon rolls were ,f,trial,3,... bad.,condition 1,5.888316666666666,4,bad,0.05,4,enemy
The cinnamon rolls were ,f,trial,3,... okay.,condition 1,5.888316666666666,4,okay,0.19999999999999996,4,enemy
The cinnamon rolls were ,f,trial,3,... good.,condition 1,5.888316666666666,4,good,0.28,4,enemy
The cinnamon rolls were ,f,trial,3,... amazing.,condition 1,5.888316666666666,4,amazing,0.47,4,enemy
The cinnamon rolls were ,f,trial,3,,condition 1,5.888316666666666,4,other,0,4,enemy
The cheesecake was ,f,trial,4,... terrible.,condition 1,5.888316666666666,3,terrible,0,4,enemy
The cheesecake was ,f,trial,4,... bad.,condition 1,5.888316666666666,3,bad,0.17,4,enemy
The cheesecake was ,f,trial,4,... okay.,condition 1,5.888316666666666,3,okay,0.5599999999999998,4,enemy
The cheesecake was ,f,trial,4,... good.,condition 1,5.888316666666666,3,good,0.27,4,enemy
The cheesecake was ,f,trial,4,... amazing.,condition 1,5.888316666666666,3,amazing,0,4,enemy
The cheesecake was ,f,trial,4,,condition 1,5.888316666666666,3,other,0,4,enemy
The croissants were ,f,trial,5,... terrible.,condition 1,5.888316666666666,1,terrible,0.69,4,enemy
The croissants were ,f,trial,5,... bad.,condition 1,5.888316666666666,1,bad,0.2499999999999999,4,enemy
The croissants were ,f,trial,5,... okay.,condition 1,5.888316666666666,1,okay,0.06,4,enemy
The croissants were ,f,trial,5,... good.,condition 1,5.888316666666666,1,good,0,4,enemy
The croissants were ,f,trial,5,... amazing.,condition 1,5.888316666666666,1,amazing,0,4,enemy
The croissants were ,f,trial,5,,condition 1,5.888316666666666,1,other,0,4,enemy
The pecan pie was ,f,trial,6,... terrible.,condition 1,5.888316666666666,4,terrible,0,4,enemy
The pecan pie was ,f,trial,6,... bad.,condition 1,5.888316666666666,4,bad,0,4,enemy
The pecan pie was ,f,trial,6,... okay.,condition 1,5.888316666666666,4,okay,0.30000000000000004,4,enemy
The pecan pie was ,f,trial,6,... good.,condition 1,5.888316666666666,4,good,0.4,4,enemy
The pecan pie was ,f,trial,6,... amazing.,condition 1,5.888316666666666,4,amazing,0.3,4,enemy
The pecan pie was ,f,trial,6,,condition 1,5.888316666666666,4,other,0,4,enemy
The bear claw was ,f,trial,7,... terrible.,condition 1,5.888316666666666,5,terrible,0,4,enemy
The bear claw was ,f,trial,7,... bad.,condition 1,5.888316666666666,5,bad,0,4,enemy
The bear claw was ,f,trial,7,... okay.,condition 1,5.888316666666666,5,okay,0,4,enemy
The bear claw was ,f,trial,7,... good.,condition 1,5.888316666666666,5,good,0.29000000000000004,4,enemy
The bear claw was ,f,trial,7,... amazing.,condition 1,5.888316666666666,5,amazing,0.71,4,enemy
The bear claw was ,f,trial,7,,condition 1,5.888316666666666,5,other,0,4,enemy
The red velvet cake was ,f,trial,8,... terrible.,condition 1,5.888316666666666,2,terrible,0.34,4,enemy
The red velvet cake was ,f,trial,8,... bad.,condition 1,5.888316666666666,2,bad,0.52,4,enemy
The red velvet cake was ,f,trial,8,... okay.,condition 1,5.888316666666666,2,okay,0.1399999999999999,4,enemy
The red velvet cake was ,f,trial,8,... good.,condition 1,5.888316666666666,2,good,0,4,enemy
The red velvet cake was ,f,trial,8,... amazing.,condition 1,5.888316666666666,2,amazing,0,4,enemy
The red velvet cake was ,f,trial,8,,condition 1,5.888316666666666,2,other,0,4,enemy
The carrot cake was ,f,trial,9,... terrible.,condition 1,5.888316666666666,2,terrible,0.33,4,enemy
The carrot cake was ,f,trial,9,... bad.,condition 1,5.888316666666666,2,bad,0.59,4,enemy
The carrot cake was ,f,trial,9,... okay.,condition 1,5.888316666666666,2,okay,0.08000000000000007,4,enemy
The carrot cake was ,f,trial,9,... good.,condition 1,5.888316666666666,2,good,0,4,enemy
The carrot cake was ,f,trial,9,... amazing.,condition 1,5.888316666666666,2,amazing,0,4,enemy
The carrot cake was ,f,trial,9,,condition 1,5.888316666666666,2,other,0,4,enemy
The cherry pie was ,f,trial,10,... terrible.,condition 1,5.888316666666666,3,terrible,0,4,enemy
The cherry pie was ,f,trial,10,... bad.,condition 1,5.888316666666666,3,bad,0.11,4,enemy
The cherry pie was ,f,trial,10,... okay.,condition 1,5.888316666666666,3,okay,0.71,4,enemy
The cherry pie was ,f,trial,10,... good.,condition 1,5.888316666666666,3,good,0.18000000000000005,4,enemy
The cherry pie was ,f,trial,10,... amazing.,condition 1,5.888316666666666,3,amazing,0,4,enemy
The cherry pie was ,f,trial,10,,condition 1,5.888316666666666,3,other,0,4,enemy
The chocolate chip cookies were ,f,trial,11,... terrible.,condition 1,5.888316666666666,6,terrible,0,4,enemy
The chocolate chip cookies were ,f,trial,11,... bad.,condition 1,5.888316666666666,6,bad,0,4,enemy
The chocolate chip cookies were ,f,trial,11,... okay.,condition 1,5.888316666666666,6,okay,0,4,enemy
The chocolate chip cookies were ,f,trial,11,... good.,condition 1,5.888316666666666,6,good,0.14,4,enemy
The chocolate chip cookies were ,f,trial,11,... amazing.,condition 1,5.888316666666666,6,amazing,0.86,4,enemy
The chocolate chip cookies were ,f,trial,11,,condition 1,5.888316666666666,6,other,0,4,enemy
The chocolate cake was ,f,trial,12,... terrible.,condition 1,5.888316666666666,1,terrible,0.77,4,enemy
The chocolate cake was ,f,trial,12,... bad.,condition 1,5.888316666666666,1,bad,0.22999999999999998,4,enemy
The chocolate cake was ,f,trial,12,... okay.,condition 1,5.888316666666666,1,okay,0,4,enemy
The chocolate cake was ,f,trial,12,... good.,condition 1,5.888316666666666,1,good,0,4,enemy
The chocolate cake was ,f,trial,12,... amazing.,condition 1,5.888316666666666,1,amazing,0,4,enemy
The chocolate cake was ,f,trial,12,,condition 1,5.888316666666666,1,other,0,4,enemy
